permit_number,permit_type,street_number,street_name,street_suffix,description,current_status,filed_date,issued_date,completed_date,permit_expiration_date,estimated_cost,revised_cost,existing_use,proposed_use,proposed_construction_type_description,neighborhoods_boundaries,zipcode,record_id,city,state,changed_use,estimated_revised_diff,issued_year,issued_month,completed_year,completed_month,issued_completed_days,issued_completed_years,filed_issued_days,issued_expiration_days
201802151457,additions alterations or repairs,2857,Folsom,St,addition of one dwelling unit to (e) 2 units building within the boundary of the bldg. total conversion non habitable to habitable. attic to become 4th story. ref to pa# 2017-1114-3972.,complete,2018-02-15,2018-12-03,2020-03-16,2021-11-17,375000,625000,2 family dwelling,apartments,wood_frame_5,Mission,94110,1497394206096,San Francisco,CA,TRUE,250000,2018,Dec,2020,Mar,469,2,291,1080
201802151457,additions alterations or repairs,2859,Folsom,St,addition of one dwelling unit to (e) 2 units building within the boundary of the bldg. total conversion non habitable to habitable. attic to become 4th story. ref to pa# 2017-1114-3972.,complete,2018-02-15,2018-12-03,2020-03-16,2021-11-17,375000,625000,2 family dwelling,apartments,wood_frame_5,Mission,94110,1497395270508,San Francisco,CA,TRUE,250000,2018,Dec,2020,Mar,469,2,291,1080
201802151458,additions alterations or repairs,2861,Folsom,St,addition of one dwelling unit to (e) 2 unit building within the boundary of the bldg. total conversion non-habitable to habitable. ref to pa# 2017-1114-3972,complete,2018-02-15,2018-09-12,2020-03-16,2021-08-27,375000,625000,2 family dwelling,apartments,wood_frame_5,Mission,94110,1497396510738,San Francisco,CA,TRUE,250000,2018,Sep,2020,Mar,551,2,209,1080
201802151458,additions alterations or repairs,2863,Folsom,St,addition of one dwelling unit to (e) 2 unit building within the boundary of the bldg. total conversion non-habitable to habitable. ref to pa# 2017-1114-3972,complete,2018-02-15,2018-09-12,2020-03-16,2021-08-27,375000,625000,2 family dwelling,apartments,wood_frame_5,Mission,94110,1497397510739,San Francisco,CA,TRUE,250000,2018,Sep,2020,Mar,551,2,209,1080
201802151458,additions alterations or repairs,2863,Folsom,St,addition of one dwelling unit to (e) 2 unit building within the boundary of the bldg. total conversion non-habitable to habitable. ref to pa# 2017-1114-3972,complete,2018-02-15,2018-09-12,2020-03-16,2021-08-27,375000,625000,2 family dwelling,apartments,wood_frame_5,Mission,94110,1523200512667,San Francisco,CA,TRUE,250000,2018,Sep,2020,Mar,551,2,209,1080
201802151457,additions alterations or repairs,2857,Folsom,St,addition of one dwelling unit to (e) 2 units building within the boundary of the bldg. total conversion non habitable to habitable. attic to become 4th story. ref to pa# 2017-1114-3972.,complete,2018-02-15,2018-12-03,2020-03-16,2021-11-17,375000,625000,2 family dwelling,apartments,wood_frame_5,Mission,94110,1533614513544,San Francisco,CA,TRUE,250000,2018,Dec,2020,Mar,469,2,291,1080
200909166917,additions alterations or repairs,646,Balboa,St,"remodel existing house, preserve original house facade. add horizontal and vertical addition. add 2 more dwelling units--3 total. full garage, setback at front= 16 ft approx. setback at rear stair. reinforce existing foundation. general mep upgrades.",complete,2009-09-16,2010-06-22,2012-12-31,2013-06-06,354000,526000,1 family dwelling,apartments,wood_frame_5,Inner Richmond,94118,1184656103959,San Francisco,CA,TRUE,172000,2010,Jun,2012,Dec,923,2,279,1080
200502024624,additions alterations or repairs,228,Mississippi,St,"remodel e house, raise e house over new garage. new habitable space. convert attic to habitable and",complete,2005-02-02,2006-02-10,2007-02-28,2008-02-10,350000,528000,1 family dwelling,2 family dwelling,wood_frame_5,Potrero Hill,94107,1005612168491,San Francisco,CA,TRUE,178000,2006,Feb,2007,Feb,383,1,373,730
200703136152,additions alterations or repairs,4658,18th,St,vertical and horizontal addition to turn 1-unit to 2 unit residential. remove rear yard structure.,complete,2007-03-13,2008-01-24,2008-11-19,2010-01-24,350000,624400,1 family dwelling,2 family dwelling,wood_frame_5,Castro/Upper Market,94114,1086148141131,San Francisco,CA,TRUE,274400,2008,Jan,2008,Nov,300,0,317,731
200806184721,additions alterations or repairs,52,Dore,St,"tenant improvements at north portion of ground floor plan and entire second floor for a residential care. treatment including 7  sleeping rooms, meeting space, offices, dining, kitchen and dry room.",complete,2008-06-18,2008-12-10,2009-05-01,2011-11-25,350000,700000,office,social care facility,wood_frame_5,South of Market,94103,1139771156618,San Francisco,CA,TRUE,350000,2008,Dec,2009,May,142,1,175,1080
200903023137,additions alterations or repairs,354,20th,Av,"horizontal & vertical addition to building, from two stories to four stories, and single family to two residential units. new foundation for (e) & (n) structure.",complete,2009-03-02,2010-01-15,2010-08-04,2012-12-30,350000,538000,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,1166188100265,San Francisco,CA,TRUE,188000,2010,Jan,2010,Aug,201,0,319,1080
201006154512,additions alterations or repairs,75,Mars,St,"renovation of (e) dwelling unit. addition of a floor & a basement (garage), vertical & horizontal addition. addition of dwelling unit.",complete,2010-06-15,2012-03-08,2017-10-13,2015-02-21,350000,745000,1 family dwelling,2 family dwelling,wood_frame_5,Castro/Upper Market,94114,1209162140929,San Francisco,CA,TRUE,395000,2012,Mar,2017,Oct,2045,5,632,1080
201212115945,additions alterations or repairs,601,Broderick,St,"revert to sfd int remol: basement, add bath, rec rm, garage. 1st fl(n)kitchen, living rm, half bath, dining rm. 2nd fl (n)bedrms, baths & roof deck. 3rd fl: (n)office, bath & playrm. all perimeter foundation & walls were completed under seperate permit 201208308598 & 201211083819. remove (e)curb",complete,2012-12-11,2013-07-01,2014-09-23,2016-06-15,350000,550000,church,1 family dwelling,wood_frame_5,Hayes Valley,94117,129075091639,San Francisco,CA,TRUE,200000,2013,Jul,2014,Sep,449,1,202,1080
201303283325,additions alterations or repairs,562,Fell,St,proposed vertical addition to accomodate one (n) additional unit at (n) 4th fl. proposed in fill of (e) right/east side lightwell. proposed conversion of (e) storage to conditioned living space & stair connection to second fl. proposed interior remodel @ 2nd & 3rd fl.,complete,2013-03-28,2014-08-22,2015-12-17,2017-08-06,350000,638000,2 family dwelling,apartments,wood_frame_5,Hayes Valley,94102,130018082189,San Francisco,CA,TRUE,288000,2014,Aug,2015,Dec,482,1,512,1080
201303283325,additions alterations or repairs,564,Fell,St,proposed vertical addition to accomodate one (n) additional unit at (n) 4th fl. proposed in fill of (e) right/east side lightwell. proposed conversion of (e) storage to conditioned living space & stair connection to second fl. proposed interior remodel @ 2nd & 3rd fl.,complete,2013-03-28,2014-08-22,2015-12-17,2017-08-06,350000,638000,2 family dwelling,apartments,wood_frame_5,Hayes Valley,94102,1300181453880,San Francisco,CA,TRUE,288000,2014,Aug,2015,Dec,482,1,512,1080
201307313252,additions alterations or repairs,1681,Fulton,St,"horizontal & vertical addition. renovate (e) single family, 2-story home to 3 units, 4-story building with roof deck and 3 parking spaces.",complete,2013-07-31,2014-08-05,2015-10-06,2017-07-20,350000,1000000,1 family dwelling,apartments,wood_frame_5,Lone Mountain/USF,94117,131282591727,San Francisco,CA,TRUE,650000,2014,Aug,2015,Oct,427,1,370,1080
201502249220,additions alterations or repairs,1152,Potrero,Av,horizontal & vertical addition to existing single home to 3 unit apartment building and two car garage.,complete,2015-02-24,2017-01-05,2018-10-02,2019-12-21,350000,950000,1 family dwelling,apartments,wood_frame_5,Mission,94110,1372235172094,San Francisco,CA,TRUE,600000,2017,Jan,2018,Oct,635,1,681,1080
201502249220,additions alterations or repairs,1152,Potrero,Av,horizontal & vertical addition to existing single home to 3 unit apartment building and two car garage.,complete,2015-02-24,2017-01-05,2018-10-02,2019-12-21,350000,950000,1 family dwelling,apartments,wood_frame_5,Mission,94110,1449397508298,San Francisco,CA,TRUE,600000,2017,Jan,2018,Oct,635,1,681,1080
201502249220,additions alterations or repairs,1152,Potrero,Av,horizontal & vertical addition to existing single home to 3 unit apartment building and two car garage.,complete,2015-02-24,2017-01-05,2018-10-02,2019-12-21,350000,950000,1 family dwelling,apartments,wood_frame_5,Mission,94110,1449398508297,San Francisco,CA,TRUE,600000,2017,Jan,2018,Oct,635,1,681,1080
200208012861,additions alterations or repairs,1770,Fell,St,renovate existing structure. reconfiguring interior spaces to accomodate 5 units,complete,2002-08-01,2005-01-11,2006-02-06,2007-01-11,350000,576000,1 family dwelling,apartments,wood_frame_5,Lone Mountain/USF,94117,91780092453,San Francisco,CA,TRUE,226000,2005,Jan,2006,Feb,391,1,894,730
200208012861,additions alterations or repairs,1780,Fell,St,renovate existing structure. reconfiguring interior spaces to accomodate 5 units,complete,2002-08-01,2005-01-11,2006-02-06,2007-01-11,350000,576000,1 family dwelling,apartments,wood_frame_5,Lone Mountain/USF,94117,917801367349,San Francisco,CA,TRUE,226000,2005,Jan,2006,Feb,391,1,894,730
200212103210,additions alterations or repairs,1509,Taraval,St,proposed horizontal and vertical addition to an (e) commercial space to accommodate 3 condos and,complete,2002-12-10,2004-10-05,2006-06-07,2006-10-05,350000,950000,school,apartments,wood_frame_5,Sunset/Parkside,94116,930402134481,San Francisco,CA,TRUE,600000,2004,Oct,2006,Jun,610,2,665,730
200501112946,additions alterations or repairs,2564,Sutter,St,existing singl fam dwg to be altered into 3 units bldg horizontal & vertical additions,complete,2005-01-11,2008-03-18,2009-09-03,2010-03-18,340000,850000,1 family dwelling,apartments,wood_frame_5,Pacific Heights,94115,100347088367,San Francisco,CA,TRUE,510000,2008,Mar,2009,Sep,534,1,1162,730
201205140388,additions alterations or repairs,740,Bay,St,"renovate exist 2 story bldg. addition of 3rd story above exist 2nd story. creation of a flat roof area 1' above exist. ridge line towards rear of bldg. additon of a 2nd story, 13'x15' attached structure at rear.",complete,2012-05-14,2013-07-18,2014-07-16,2016-07-02,330000,700000,1 family dwelling,2 family dwelling,wood_frame_5,Russian Hill,94109,127039756305,San Francisco,CA,TRUE,370000,2013,Jul,2014,Jul,363,1,430,1080
200912223705,additions alterations or repairs,322,Duncan,St,"remodel & addition of an additional unit to an (e) 2-story single fam. dwelling including 2-car garage @ street level. addition of (n) 3rd. story. mech, plumbing & electrical under separate permit.",complete,2009-12-22,2010-09-30,2012-07-20,2013-09-14,327000,502500,1 family dwelling,2 family dwelling,wood_frame_5,Noe Valley,94131,1193788208443,San Francisco,CA,TRUE,175500,2010,Sep,2012,Jul,659,2,282,1080
200712281503,additions alterations or repairs,230,Jones,St,"change of use from b to e and a occupancy. remodel ex. space to comply with the code for e occupancy and comply with nov 200452510. build new walls for classrooms, offices and group housing. build new stairs for exiting from 2nd and 3rd floors to street level. build ada restrooms and showers.",complete,2007-12-28,2009-05-13,2010-10-25,2015-04-12,325000,2575000,office,school,wood_frame_5,Tenderloin,94102,1120882375659,San Francisco,CA,TRUE,2250000,2009,May,2010,Oct,530,1,502,2160
201602290752,additions alterations or repairs,1240,Minnesota,St,"t.i.  of extg warehouse space to create 12' tall partitions to divide space into individual artist studios on 1/f & also work in mezzanine. mep, life safty under seperate permit. n/a for maher",complete,2016-02-29,2016-06-06,2018-04-12,2019-05-22,317000,1050026,manufacturing,workshop commercial,wood_frame_5,Potrero Hill,94107,1414245382562,San Francisco,CA,TRUE,733026,2016,Jun,2018,Apr,675,2,98,1080
201601207535,additions alterations or repairs,450,Hayes,St,change of use: tenant improvement of g/f space previously approved as retail to a new restaurant.** maher: n/a **,complete,2016-01-20,2016-09-19,2017-06-19,2019-09-04,312400,909640,retail sales,food/beverage hndlng,constr_type_3,Hayes Valley,94102,1409766491158,San Francisco,CA,TRUE,597240,2016,Sep,2017,Jun,273,1,243,1080
200506064283,additions alterations or repairs,942,South Van Ness,Av,"horizontal & vertical addition, interior alteration.",complete,2005-06-06,2007-06-22,2009-06-11,2009-06-22,300000,757000,1 family dwelling,apartments,wood_frame_5,Mission,94110,1017966161893,San Francisco,CA,TRUE,457000,2007,Jun,2009,Jun,720,2,746,731
200512291259,additions alterations or repairs,516,4th,Av,to expand existing bldg at side and vertically while add secndary dwelling unit per plans. add 2 story at (e) building.,complete,2005-12-29,2007-06-26,2008-10-22,2009-06-26,300000,565000,1 family dwelling,2 family dwelling,wood_frame_5,Inner Richmond,94118,1039618103768,San Francisco,CA,TRUE,265000,2007,Jun,2008,Oct,484,1,544,731
200705312675,additions alterations or repairs,56,Ringold,St,"add two floors with two residential-new units on 3rd and 4th floors, remodel (e) 2nd floor unit, remodel ground floor, office at rear of garage, enlarge garage for new three car parking, upgrade building to new code",complete,2007-05-31,2013-08-14,2015-03-12,2016-07-29,300000,780000,1 family dwelling,apartments,wood_frame_5,South of Market,94103,1095282166429,San Francisco,CA,TRUE,480000,2013,Aug,2015,Mar,575,2,2267,1080
200711198515,additions alterations or repairs,658,3rd,Av,vertical extension to convert a 2 story + attic single family residential building by adding one story to become a 3 story with attic building with 2 units.,complete,2007-11-19,2013-01-25,2016-04-14,2016-01-10,300000,510000,1 family dwelling,2 family dwelling,wood_frame_5,Inner Richmond,94118,1116743108183,San Francisco,CA,TRUE,210000,2013,Jan,2016,Apr,1175,3,1894,1080
201109164830,additions alterations or repairs,1622,11th,Av,conversion of a sfd to a duplex. electrical & plumbing under separate permits.,complete,2011-09-16,2012-07-17,2014-05-05,2015-07-02,300000,620000,1 family dwelling,2 family dwelling,wood_frame_5,Inner Sunset,94122,1249867121081,San Francisco,CA,TRUE,320000,2012,Jul,2014,May,657,2,305,1080
201112150714,additions alterations or repairs,740,Valencia,St,"retail t.i.  of (e) masonry bldg. interior work only. (n) interior wall partitions, (n) interior fixtures, furnishings &  equipment. (n)interior floor, wall & ceiling finishes, (n) interior mechanical, electrical & plmg, change in use under seperate bldg permit #20101207031",complete,2011-12-15,2012-04-24,2012-11-14,2015-04-09,300000,800000,auto repairs,manufacturing,constr_type_3,Mission,94110,1257753160372,San Francisco,CA,TRUE,500000,2012,Apr,2012,Nov,204,0,131,1080
201303011335,additions alterations or repairs,4233,22nd,St,vertical & horizontal addition. number of units change from 1 to 2. number of stories change from 2 to 3. add approx. 1600 sq ft. add decks at rear. 12' deep at 2nd level 5' deep at the 3rd level.,complete,2013-03-01,2014-12-22,2017-01-10,2017-12-06,300000,518000,1 family dwelling,2 family dwelling,wood_frame_5,Noe Valley,94114,1297621143951,San Francisco,CA,TRUE,218000,2014,Dec,2017,Jan,750,3,661,1080
201904057216,otc alterations permit,1429,Valencia,St,"change of use from an (e) retail space to a preschool, tenant improvement for the new preschool, mech, elec, plumbing  & fire sprinkler under sep permit",complete,2019-04-05,2019-05-09,2019-09-27,2022-04-23,300000,820000,retail sales,school,wood_frame_5,Mission,94110,1547446206420,San Francisco,CA,TRUE,520000,2019,May,2019,Sep,141,0,34,1080
201904057216,otc alterations permit,1445,Valencia,St,"change of use from an (e) retail space to a preschool, tenant improvement for the new preschool, mech, elec, plumbing  & fire sprinkler under sep permit",complete,2019-04-05,2019-05-09,2019-09-27,2022-04-23,300000,820000,retail sales,school,wood_frame_5,Mission,94110,1547447374297,San Francisco,CA,TRUE,520000,2019,May,2019,Sep,141,0,34,1080
9120386,additions alterations or repairs,1800,Folsom,St,horizontal addition.,complete,1991-10-29,1992-05-07,1992-10-14,1994-11-07,300000,1500000,retail sales,food/beverage hndlng,constr_type_3,Mission,94103,359147157950,San Francisco,CA,TRUE,1200000,1992,May,1992,Oct,160,0,191,914
201709056858,additions alterations or repairs,165,Ofarrell,St,"tenant improvement of basement, 1st, 2nd, 3rd, 4th, 5th & 6th floor. install fire sprinklers.** maher: n/a **",complete,2017-09-05,2017-12-13,2019-04-25,2020-11-27,288325,531294,retail sales,food/beverage hndlng,constr_type_1,Financial District/South Beach,94102,147740969772,San Francisco,CA,TRUE,242969,2017,Dec,2019,Apr,498,2,99,1080
201206253387,additions alterations or repairs,4546,19th,St,horizontal & vertical additions. add 2nd unit. add roof deck. renovation and structural upgrade.,complete,2012-06-25,2014-05-02,2016-11-18,2017-04-16,287000,900000,1 family dwelling,2 family dwelling,wood_frame_5,Castro/Upper Market,94114,1274362142198,San Francisco,CA,TRUE,613000,2014,May,2016,Nov,931,2,676,1080
201602018541,additions alterations or repairs,32,Heron,St,"vertical addition: 3rd story addition to 2 story bldg., change of use from office/storage to art studio on ground floor. 2nd flr and 3/f new dwelling unit with kitchen on 2/f.  3rd flr: roof deck, master suite and bathroom.",complete,2016-02-01,2016-10-07,2020-01-31,2019-09-22,285000,600000,"warehouse,no frnitur",1 family dwelling,wood_frame_5,South of Market,94103,1411045166324,San Francisco,CA,TRUE,315000,2016,Oct,2020,Jan,1211,4,249,1080
200604038097,additions alterations or repairs,3043,Clay,St,vertical additon and addition of 1 residential unit from 2 units to 3/change in use to r-1,complete,2006-04-03,2008-01-18,2011-04-08,2010-01-18,250000,725000,2 family dwelling,apartments,wood_frame_5,Pacific Heights,94115,104851986813,San Francisco,CA,TRUE,475000,2008,Jan,2011,Apr,1176,3,655,731
200807187057,additions alterations or repairs,3436,Anza,St,"horizontal four story & vertical two story addition, convert single family to two residential units. fire sprinklers, shoring and underpinning under separate permits.",complete,2008-07-18,2009-10-02,2011-04-22,2012-09-16,250000,568000,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,1143166102552,San Francisco,CA,TRUE,318000,2009,Oct,2011,Apr,567,2,441,1080
201401307428,additions alterations or repairs,266,King,St,"t.i. of (e) office space. 13 stories mixed use building to a new fast / casual restaurant, tender greens (e) outdoor plaza area to be designed as new outdoor patio. hvac, electrical, & plumbing upgrades. store front modification to include new single exit door, store front to match existing.",complete,2014-01-30,2014-04-22,2014-10-09,2017-04-06,250000,510000,office,food/beverage hndlng,constr_type_1,Mission Bay,94107,1331247491470,San Francisco,CA,TRUE,260000,2014,Apr,2014,Oct,170,0,82,1080
9809612S,additions alterations or repairs,4218,Balboa,St,horizontal and vertical addition to existing bldg,complete,2000-05-05,2000-05-19,2002-03-18,2002-05-19,250000,525000,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,671091105619,San Francisco,CA,TRUE,275000,2000,May,2002,Mar,668,2,14,730
200005261204,additions alterations or repairs,1751,Lake,St,existing grocery (ncu) & residence at front structure to be converted into single fam residence,complete,2000-05-26,2000-12-22,2001-12-11,2002-12-22,250000,561000,retail sales,1 family dwelling,wood_frame_5,Outer Richmond,94121,820063387369,San Francisco,CA,TRUE,311000,2000,Dec,2001,Dec,354,1,210,730
200005261204,additions alterations or repairs,100,19th,Av,existing grocery (ncu) & residence at front structure to be converted into single fam residence,complete,2000-05-26,2000-12-22,2001-12-11,2002-12-22,250000,561000,retail sales,1 family dwelling,wood_frame_5,Outer Richmond,94121,83951897535,San Francisco,CA,TRUE,311000,2000,Dec,2001,Dec,354,1,210,730
9826331S,additions alterations or repairs,807,Columbus,Av,2 story vertical addition of 6 residential units,complete,1998-12-28,2001-05-07,2005-01-12,2003-05-07,250000,520000,retail sales,apartments,wood_frame_5,Russian Hill,94133,875794389704,San Francisco,CA,TRUE,270000,2001,May,2005,Jan,1346,4,861,730
200311069590,additions alterations or repairs,1314,7th,Av,horizontal & vertical addition & change of occupancy. to add one additional unit from 2 to 3 units.,complete,2003-11-06,2007-06-28,2008-10-27,2009-06-28,250000,573000,2 family dwelling,apartments,wood_frame_5,Inner Sunset,94122,962044113033,San Francisco,CA,TRUE,323000,2007,Jun,2008,Oct,487,1,1330,731
201402078043,additions alterations or repairs,1236,19th,Av,"horiz'l & vert addition. convert single fam residence into 4 units, add 3rd floor & rear yard addition. each unit has 1 kitchen, 2 bathrms & 3 bedrms, lower unit has only 2 bedrms, (new 1/f unit 1: 2 bedrm/1 kitch, unit 2 2/f : 3 bedrm, 2 bathrm/1 kitchen; unit 3 (3/f: 3 bedrms/2 bathrm, 1 kitchen)",complete,2014-02-07,2016-11-03,2019-03-13,2019-10-19,236000,725000,1 family dwelling,apartments,wood_frame_5,Inner Sunset,94122,1332059112080,San Francisco,CA,TRUE,489000,2016,Nov,2019,Mar,860,3,1000,1080
201308134208,additions alterations or repairs,101,Polk,St,"temporary lateral support of excavation for new construction by soldier beams, tiebacks and wood lagging",complete,2013-08-13,2014-03-19,2016-02-12,2017-03-03,225000,1000000,vacant lot,apartments,constr_type_1,Tenderloin,94102,1338958497157,San Francisco,CA,TRUE,775000,2014,Mar,2016,Feb,695,2,218,1080
201708165009,additions alterations or repairs,1900,Van Ness,Av,"tenant improvement on ground @ 4,100 sq ft yoga studio. change of use from retail to fitness. assembly space, fire alarm under separate permits.",complete,2017-08-16,2018-03-20,2018-10-31,2021-03-04,225000,518000,retail sales,health studios & gym,constr_type_2,Russian Hill,94109,1474826304551,San Francisco,CA,TRUE,293000,2018,Mar,2018,Oct,225,0,216,1080
200705211784,additions alterations or repairs,1140,Potrero,Av,"one story additon and horizontal addition, change of occupancy from r-3 to r-2 new car lift and associated basement level",complete,2007-05-21,2008-11-04,2012-01-19,2011-10-20,220000,650000,1 family dwelling,apartments,wood_frame_5,Mission,94110,1094032398575,San Francisco,CA,TRUE,430000,2008,Nov,2012,Jan,1171,4,533,1080
201601288264,additions alterations or repairs,1330,11th,Av,"rear yard add to (e)2 unit res. addition & renovation to add 1 bedroom and half bath on ground level, addition of (1)bedrm & (1)bath to each (e) d.u. seismic upgrade & (n)interior renovation @ all levels as req'd. outdoor decks/stairs add to rear of bldg. result:2 units over a garage",complete,2016-01-28,2017-07-06,2019-07-17,2020-06-20,215400,556744,2 family dwelling,apartments,wood_frame_5,Inner Sunset,94122,1410682496233,San Francisco,CA,TRUE,341344,2017,Jul,2019,Jul,741,2,525,1080
201601288264,additions alterations or repairs,1332,11th,Av,"rear yard add to (e)2 unit res. addition & renovation to add 1 bedroom and half bath on ground level, addition of (1)bedrm & (1)bath to each (e) d.u. seismic upgrade & (n)interior renovation @ all levels as req'd. outdoor decks/stairs add to rear of bldg. result:2 units over a garage",complete,2016-01-28,2017-07-06,2019-07-17,2020-06-20,215400,556744,2 family dwelling,apartments,wood_frame_5,Inner Sunset,94122,1410683496234,San Francisco,CA,TRUE,341344,2017,Jul,2019,Jul,741,2,525,1080
201012015856,additions alterations or repairs,2000,20th,St,proposed alteration and vertical addition.,complete,2010-12-01,2013-04-09,2014-09-11,2016-03-24,205000,576000,1 family dwelling,2 family dwelling,wood_frame_5,Potrero Hill,94107,1224672169649,San Francisco,CA,TRUE,371000,2013,Apr,2014,Sep,520,1,860,1080
201202214563,additions alterations or repairs,1354,24th,Av,"proposed horizontal & vertical addition  for two family residence. 3 story structures w/1st floor 2 car garage,",complete,2012-02-21,2014-07-23,2015-09-18,2017-07-07,202000,591105,1 family dwelling,2 family dwelling,wood_frame_5,Sunset/Parkside,94122,1262938113777,San Francisco,CA,TRUE,389105,2014,Jul,2015,Sep,422,1,883,1080
201207245587,additions alterations or repairs,758,Spruce,St,3rd + 4th floor addition. interior remodel. convert single family home into two unit building. fire sprinker under separate permit.,complete,2012-07-24,2013-05-13,2014-10-15,2016-04-27,200000,560000,1 family dwelling,2 family dwelling,wood_frame_5,Lone Mountain/USF,94118,127718689316,San Francisco,CA,TRUE,360000,2013,May,2014,Oct,520,1,293,1080
201210041365,additions alterations or repairs,1880,Golden Gate,Av,horizontal & vertical addition.  4 stories over basement. convert single family dwelling to 3 family dwelling.,complete,2012-10-04,2014-12-23,2018-07-03,2017-12-07,200000,720000,1 family dwelling,apartments,wood_frame_5,Western Addition,94115,128476290692,San Francisco,CA,TRUE,520000,2014,Dec,2018,Jul,1288,4,810,1080
201310119174,additions alterations or repairs,1823,Turk,St,"comply to nov #200678207.  change of use. remodel (e) building & replacement of church use with residential use.  add (n) garage under building. remove most of 1-story rear addition. reconfigure entry & stair. add deck on east side. move (e) rear closet wall 3'-1 1/2"" south.",complete,2013-10-11,2014-12-08,2016-09-12,2017-11-22,200000,550000,church,2 family dwelling,wood_frame_5,Western Addition,94115,132066690729,San Francisco,CA,TRUE,350000,2014,Dec,2016,Sep,644,2,423,1080
201312204743,additions alterations or repairs,459,Geary,St,tenant improvement for art gallerty and office and retail on the gr floor and basement level of existing 7 story building. core and shell upgrades already underway 201206082224. no exterior work.,complete,2013-12-20,2014-06-16,2015-07-15,2017-05-31,200000,551005.2,retail sales,workshop commercial,constr_type_3,Tenderloin,94102,132779869388,San Francisco,CA,TRUE,351005.19999999995,2014,Jun,2015,Jul,394,1,178,1080
201511122414,otc alterations permit,250,Howard,St,temporary shoring for subsurface construction ref pa 2015-0427-4732s. maher na,complete,2015-11-12,2015-11-25,2018-12-19,2019-11-04,200000,8000000,vacant lot,office,constr_type_1,Financial District/South Beach,94105,1403051502910,San Francisco,CA,TRUE,7800000,2015,Nov,2018,Dec,1120,3,13,1440
201706300792,additions alterations or repairs,210,Taylor,St,shoring ref pa #201602179822,complete,2017-06-30,2017-09-15,2019-04-25,2020-08-30,200000,520000,vacant lot,apartments,constr_type_1,Tenderloin,94102,1468940508473,San Francisco,CA,TRUE,320000,2017,Sep,2019,Apr,587,2,77,1080
200302268374,additions alterations or repairs,651,29th,St,construct n side horizontal extension to 2 story plus attic residence,complete,2003-02-26,2003-06-20,2004-11-23,2005-06-20,200000,550000,1 family dwelling,2 family dwelling,wood_frame_5,Glen Park,94131,936646228085,San Francisco,CA,TRUE,350000,2003,Jun,2004,Nov,522,1,114,731
200401234726,additions alterations or repairs,3640,Balboa,St,build two new rediential units in a two story addition above the existing 1 story plus mezzanine***,complete,2004-01-23,2005-07-11,2006-08-25,2007-07-11,200000,621374,retail sales,2 family dwelling,wood_frame_5,Outer Richmond,94121,968369105340,San Francisco,CA,TRUE,421374,2005,Jul,2006,Aug,410,1,535,730
200605222180,additions alterations or repairs,762,27th,Av,"renovation to a single family house, add an additional floor, rear yard addition, dry rot repair. add a second dwelling unit.",complete,2006-05-22,2010-12-21,2011-12-22,2013-12-05,180000,544125.72,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,1053959107062,San Francisco,CA,TRUE,364125.72,2010,Dec,2011,Dec,366,1,1674,1080
201603152086,additions alterations or repairs,1126,Howard,St,"change of use, ti to 1st&2nd fl for conversion to office use include new inter finishes,fixtures,equip,private offices,conference rms,traing open office,staff kitchen areas,new liteing,hvac sys.work in additon to 201407032538, 201505207576, 201411192030 revise windows.maher n/a.lula under sep. pa",complete,2016-03-15,2016-07-21,2017-10-16,2019-07-06,175000,1100000,retail sales,food/beverage hndlng,constr_type_3,South of Market,94103,1416010164985,San Francisco,CA,TRUE,925000,2016,Jul,2017,Oct,452,1,128,1080
201603152086,additions alterations or repairs,1130,Howard,St,"change of use, ti to 1st&2nd fl for conversion to office use include new inter finishes,fixtures,equip,private offices,conference rms,traing open office,staff kitchen areas,new liteing,hvac sys.work in additon to 201407032538, 201505207576, 201411192030 revise windows.maher n/a.lula under sep. pa",complete,2016-03-15,2016-07-21,2017-10-16,2019-07-06,175000,1100000,retail sales,food/beverage hndlng,constr_type_3,South of Market,94103,1416011458209,San Francisco,CA,TRUE,925000,2016,Jul,2017,Oct,452,1,128,1080
201707242809,otc alterations permit,1083,Mission,St,"renovation of (e) restaurant, work includes (n) fixtures, (n) furniture, (n) mep. (n) walls, ada restroom upgrade, (n) entry vestibule @ interior, floor infill @ stairs. n/a ordinance #155-13",complete,2017-07-24,2017-09-08,2018-07-10,2020-08-23,156162,570141,retail sales,food/beverage hndlng,constr_type_3,South of Market,94103,1471748164932,San Francisco,CA,TRUE,413979,2017,Sep,2018,Jul,305,1,46,1080
200505273609,additions alterations or repairs,346,22nd,Av,2 family residences addition & remodeling,complete,2005-05-27,2012-01-13,2015-06-24,2014-12-28,150000,629681.14,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,1017113100357,San Francisco,CA,TRUE,479681.14,2012,Jan,2015,Jun,1258,3,2422,1080
